OBJECTID,Site_Code,latitude,longitude,date,NO3_N_MGL,rain_sum
1,F10001,54.8320262328999,-7.37907114203945,2000-03-16,NA,0
2,F10001,54.8320262328999,-7.37907114203945,2001-03-21,NA,0.7
3,F10001,54.8320262328999,-7.37907114203945,2002-03-15,NA,3.4
4,F10001,54.8320262328999,-7.37907114203945,2003-03-13,NA,0
5,F10001,54.8320262328999,-7.37907114203945,2008-05-07,NA,0
6,F10001,54.8320262328999,-7.37907114203945,2009-05-06,NA,10.6
7,F10002,55.0111212741735,-7.28052140593477,1998-07-15,0.32,0.7
8,F10002,55.0111212741735,-7.28052140593477,1998-08-14,0.695,4.5
9,F10002,55.0111212741735,-7.28052140593477,1998-09-11,1.73,2.1
10,F10002,55.0111212741735,-7.28052140593477,1998-10-12,2.3,0
11,F10002,55.0111212741735,-7.28052140593477,1998-11-10,3.4,0.8
12,F10002,55.0111212741735,-7.28052140593477,1998-12-09,3.1,2.4
13,F10002,55.0111212741735,-7.28052140593477,1999-01-25,1.4,4.1
14,F10002,55.0111212741735,-7.28052140593477,1999-02-26,2.1,3
15,F10002,55.0111212741735,-7.28052140593477,1999-03-22,1.3,1.8
16,F10002,55.0111212741735,-7.28052140593477,1999-04-27,2.7,0
17,F10002,55.0111212741735,-7.28052140593477,1999-05-26,1.8,1.6
18,F10002,55.0111212741735,-7.28052140593477,1999-06-24,1.97,0
19,F10002,55.0111212741735,-7.28052140593477,1999-07-23,1.97,0
20,F10002,55.0111212741735,-7.28052140593477,1999-08-23,1.76,0
21,F10002,55.0111212741735,-7.28052140593477,1999-09-21,1.97,3.3
22,F10002,55.0111212741735,-7.28052140593477,1999-10-21,2.74,0
23,F10002,55.0111212741735,-7.28052140593477,1999-11-19,2.22,0
24,F10002,55.0111212741735,-7.28052140593477,1999-12-09,2.28,8.5
25,F10002,55.0111212741735,-7.28052140593477,2000-01-31,0.46,7.4
26,F10002,55.0111212741735,-7.28052140593477,2000-02-29,1.6,4.5
27,F10002,55.0111212741735,-7.28052140593477,2000-03-30,1.289,1.4
28,F10002,55.0111212741735,-7.28052140593477,2000-04-28,1.94,0.2
29,F10002,55.0111212741735,-7.28052140593477,2000-05-31,1.87,3.4
30,F10002,55.0111212741735,-7.28052140593477,2000-06-27,1.538,0
31,F10002,55.0111212741735,-7.28052140593477,2000-07-28,0.95,4.9
32,F10002,55.0111212741735,-7.28052140593477,2000-08-30,1.678,5.4
33,F10002,55.0111212741735,-7.28052140593477,2000-09-28,2.15,5.1
34,F10002,55.0111212741735,-7.28052140593477,2000-10-26,2.51,5.5
35,F10002,55.0111212741735,-7.28052140593477,2000-11-27,2.084,5.4
36,F10002,55.0111212741735,-7.28052140593477,2001-01-30,1.85,0.6
37,F10002,55.0111212741735,-7.28052140593477,2001-03-01,2.033,0
38,F10002,55.0111212741735,-7.28052140593477,2001-04-02,1.564,0.3
39,F10002,55.0111212741735,-7.28052140593477,2001-04-25,1.82,0.2
40,F10002,55.0111212741735,-7.28052140593477,2001-05-29,2.56,2.5
41,F10002,55.0111212741735,-7.28052140593477,2001-06-29,0.59,16.3
