Site_Code,latitude,longitude,first_date,last_date
F10412,-6.67352722150276,55.1452292034803,2001-03-21,2018-11-27
F10413,-6.48185674628317,55.0731635725725,2000-01-19,2009-12-09
F10414,-6.55558601856862,55.0530575459041,2000-01-19,2018-11-27
F10415,-6.58890397889822,55.0712085047527,2000-01-19,2009-12-09
F10416,-6.76368871495099,55.155546637201,2000-01-18,2018-11-27
F10417,-6.52969446922901,54.9610528120593,2000-01-19,2018-11-27
F10418,-6.69783611931969,55.0228889306996,2000-01-18,2009-12-09
F10419,-6.61088002053642,55.0112188994451,2000-01-18,2018-11-26
F10420,-6.44632142750554,54.7780844702053,2001-03-21,2018-11-27
F10422,-6.4462071119939,54.8199660162408,2001-03-21,2009-03-31
F10423,-6.68320413776584,55.0308882546871,2001-03-21,2009-12-09
F10424,-6.4477486640104,54.7619226476204,2001-03-21,2018-03-22
F10425,-6.51484438744726,54.9450431727371,2000-01-19,2009-12-09
F10427,-6.66014068117142,55.1117731528764,1990-01-03,2018-12-03
F10429,-6.53956919164903,54.9582611765755,1990-01-24,2018-11-27
F10430,-6.48178498404256,54.8727020936321,1990-01-24,2018-11-27
F10431,-6.4640692348496,54.7555632199594,1990-01-03,2018-11-27
F10432,-6.57153125385244,55.0530660785889,1990-01-03,2018-11-27
F10433,-6.50559390302851,55.0705825822229,1990-01-03,2018-03-29
F10434,-6.60756987141623,55.053941891544,1993-02-12,2018-11-26
F10435,-6.58268346843796,55.0412485675494,1990-01-24,1999-12-16
F10436,-6.64581101031942,55.0151073232773,1993-02-12,2018-11-28
F10437,-6.6269447557586,55.0442803660233,1993-02-12,2018-03-29
F10438,-6.50034757018666,54.8728878573704,1990-01-24,2018-11-26
F10439,-6.11893576150239,54.615139980155,2000-03-22,2009-12-10
F10440,-6.10417189064175,54.6220254810411,2000-01-21,2018-07-26
F10441,-6.1903386418284,54.6320954303744,2000-03-22,2018-11-29
F10442,-6.40679990391347,55.1369488364651,2000-01-21,2018-11-29
F10443,-6.389642837155,55.1085598230439,2000-01-21,2018-11-29
F10444,-6.4456885192465,55.1349627602738,2000-03-22,2018-11-29
F10445,-6.46690911407377,55.1278832035818,2000-03-22,2009-04-02
F10446,-6.539897632575,55.1911687957233,2000-03-22,2008-04-10
F10447,-6.55517690117279,55.1304083779274,2000-03-22,2015-10-15
F10448,-6.30959629612155,55.1342015102959,2000-01-21,2018-11-29
F10449,-6.52592968485478,55.2058500281776,1999-01-06,2018-12-03
F10450,-6.5223087053145,55.162390037719,1999-01-18,1999-12-10
F10451,-6.51368067331713,55.117619914425,1999-01-18,2018-11-29
F10452,-6.49334347336903,55.1128513922278,1999-01-18,2009-12-22
F10453,-6.43972302188485,55.1106221309381,1999-01-18,2018-11-29
F10454,-6.31301024050751,55.0978739047089,1999-01-18,2018-11-29
F10455,-6.46899285932317,55.1230044561272,1999-01-18,2018-11-29
F10456,-6.39994136549762,55.1370925251001,1999-01-18,2018-11-29
F10457,-6.17124048395953,55.0869600495309,2000-01-31,2009-12-03
F10458,-6.08175149001703,55.0818994199353,2000-01-31,2018-12-11
F10459,-6.12820022335409,55.114093479551,2000-03-29,2009-04-02
F10460,-6.06892186738603,55.116402244179604,2000-03-29,2009-04-02
F10461,-6.04608549908788,55.1311403354187,2000-03-29,2009-04-02
F10462,-5.83334367927593,54.875269382714,2000-03-29,2018-12-11
F10463,-6.004073753968,54.9953983667038,2000-01-31,2018-12-11
F10464,-6.17676293896716,55.0809068388461,2000-01-31,2018-12-11
F10465,-6.15396388697072,55.1005705709671,2000-03-29,2018-12-11
F10466,-6.15774044086485,55.1910776883388,2000-01-31,2018-12-11
F10467,-6.17813245339286,55.192255565383,2000-01-31,2018-12-11
F10468,-6.20697943707628,55.1440360337411,2000-01-31,2009-12-23
F10469,-6.12859352025469,55.020171202941,2000-03-29,2018-12-11
F10470,-5.99156972706701,54.9128409596766,2000-01-31,2018-12-11
F10471,-6.08647254922542,55.1282956494972,2000-01-31,2009-12-03
F10472,-6.24997093158314,55.1995515899869,1999-01-18,2018-12-11
F10473,-6.23274377455068,55.1991324189135,1999-01-18,2018-12-11
F10474,-6.20911748565436,55.1992188961044,1999-01-18,2018-12-11
F10475,-6.05725914844657,55.1251379885136,1999-01-04,2018-12-11
F10476,-6.06316924624242,55.0804552175123,1999-01-04,2018-12-11
F10477,-6.08672626081553,55.0252607698819,1999-01-04,2018-12-11
F10478,-5.98798762566836,54.9817734306659,1999-01-04,2018-12-11
F10479,-5.95506913424823,54.9661571781905,1999-01-04,2018-12-11
F10480,-6.09284821353473,54.506581736475,2000-03-15,2009-02-17
F10481,-6.01600161637796,54.4741307039685,2000-03-15,2009-02-17
F10482,-5.98430237988319,54.5326557693594,2000-03-15,2009-02-17
F10483,-6.01630176857697,54.3837455321032,2000-03-15,2009-12-16
F10484,-6.23357830522744,54.406393668068,2000-01-14,2018-12-13
F10485,-6.07869270611654,54.3666141163639,2000-03-15,2009-02-17
F10486,-6.02043122911148,54.3801473976709,2000-01-14,2018-12-13
F10487,-6.09291801127594,54.3876940669479,2000-01-14,2018-12-13
F10488,-6.06756729078694,54.3928256131994,2000-01-14,2018-12-13
F10490,-5.95541998936405,54.5905375436534,2000-07-03,2006-01-16
F10494,-5.96250171535089,54.5831904933196,1990-01-12,2018-11-26
F10502,-5.96276262287942,54.5971755224756,1990-01-12,2002-10-25
F10511,-5.92791233906007,54.5685682732759,1990-01-10,2018-12-03
F10512,-5.95294442863862,54.5522913483771,1990-01-10,2018-12-13
F10513,-5.95229489983055,54.5485964784737,2000-04-03,2018-11-26
F10515,-5.98307347427702,54.5353307795793,1990-01-10,1999-12-16
F10517,-6.01403287194217,54.5678566458389,1994-09-27,2018-11-26
F10518,-6.01069290418833,54.5469027863623,2000-04-03,2018-11-26
F10519,-6.01736134312271,54.5333731546505,1993-04-08,2018-12-13
F10520,-6.02210565905408,54.5218512829059,1990-01-10,1993-03-24
F10521,-6.03829292985532,54.5099314733923,1990-01-10,1999-12-16
F10522,-6.05198192342727,54.4990564823592,1990-01-10,2018-12-13
F10523,-6.09744864428671,54.5006164162141,1990-01-17,2018-12-13
F10524,-6.17595870840008,54.4775051456391,1990-01-10,1999-12-16
F10525,-6.24674591530943,54.4634139175768,1990-01-10,1993-03-24
F10526,-6.25949884448886,54.4587376338888,1993-01-14,2018-12-13
F10527,-6.2698127346714,54.420790808616204,1990-01-24,2018-12-13
F10528,-6.18730014515506,54.4192118323974,1990-01-10,1999-12-16
F10529,-6.16117182790379,54.4140187987454,1990-02-01,2018-12-13
F10530,-6.07345993051868,54.3981760675377,1990-02-01,2018-12-13
F10531,-6.05308573887931,54.4943481888375,1990-01-10,2018-12-13
F10532,-6.00012647898032,54.472548146709,1992-07-06,2018-06-19
F10533,-5.84823577778286,54.3765527127916,2000-01-14,2018-11-28
F10534,-5.81051291460167,54.4031002529188,2000-03-15,2018-11-28
F10535,-5.78220480106746,54.3588595062354,2000-03-15,2009-05-08
F10536,-5.90208282060542,54.3697735127148,2000-03-15,2003-03-03
F10537,-5.90984152666836,54.3657838847162,2000-03-15,2018-11-28
F10538,-5.93390517073763,54.4065693321557,2000-03-15,2009-05-08
F10539,-5.98499885246534,54.425026009276,2000-03-15,2018-11-28
F10540,-5.99481130140323,54.4355043063979,2000-03-15,2009-05-08
F10541,-5.71301042167249,54.3448526605711,1990-01-03,2018-12-04
F10542,-5.77164489573664,54.3635081650964,1990-01-10,2018-11-28
F10543,-5.81116840226491,54.4017822859604,1990-02-01,1999-11-25
F10544,-5.8789870956536,54.3938819140975,1990-01-10,1999-11-25
F10545,-5.93125603698609,54.4169648483895,1990-01-10,2018-11-28
F10546,-5.76854651240972,54.3877210795843,1992-07-06,2018-11-28
F10547,-5.69668502625963,54.4724269257648,2000-03-08,2009-03-12
F10548,-5.68212037216855,54.4874329543595,1990-01-24,2018-11-19
F10549,-5.77007561519171,54.5687711450836,2000-01-07,2018-11-21
F10550,-5.74972391724701,54.5564345710867,1990-01-10,2018-11-19
F10551,-5.87282411531393,54.8253291199413,2000-01-14,2009-11-30
F10552,-5.83069138587286,54.7999104419085,2000-01-14,2009-11-30
F10553,-5.82069074809629,54.8019414689173,2000-01-14,2009-11-30
F10554,-5.83656394345218,54.8489022957541,1998-01-04,2009-11-30
F10555,-5.8562793532266,54.8365295789264,1992-07-08,2017-09-19
F10556,-5.80884866491484,54.8270478208162,1993-02-12,2018-11-21
F10557,-5.75904671064428,54.7357297604305,1993-02-12,2018-11-21
F10558,-5.77163337241307,54.7296273075481,1993-02-12,1997-12-12
F10559,-5.82435116312729,54.7109258969829,1993-02-12,2018-11-21
F10560,-5.89366132239401,54.6766869925726,1993-02-12,2018-11-21
F10561,-5.92828848864544,54.6172197456038,2000-04-03,2009-12-14
F10563,-5.95814547119385,54.6319054276141,2000-07-03,2009-02-17
F10570,-5.65271547329605,54.4128674115758,2000-03-08,2009-03-12
F10571,-5.75279163186652,54.5470389411575,2000-03-08,2018-11-19
F10572,-5.53249799741576,54.6082954431615,2000-03-08,2018-11-19
F10573,-5.62295287552111,54.6313034729748,2000-03-08,2009-04-16
F10574,-5.64081719241996,54.6646210026428,2000-03-08,2018-11-19
F10575,-5.52427041702882,54.4594189925694,2000-01-07,2018-11-19
F10576,-5.7274419755887,54.6648132572476,2000-01-07,2018-11-19
F10577,-5.6264279822129,54.5663246255056,2000-01-07,2018-11-19
F10578,-5.69141417017057,54.6632331403061,2000-03-08,2009-04-16
F10579,-5.89111710377766,54.5917518626094,1990-01-04,2018-11-26
F10602,-5.9058631210275,54.2954848029415,2000-01-14,2018-11-21
F10603,-5.65838281003974,54.2779734937755,2000-03-15,2018-11-28
F10604,-5.54315416900309,54.3210236668421,2000-03-15,2018-11-28
F10605,-5.7289587397669,54.2556015014588,2000-03-15,2018-11-28
F10606,-5.80539076361506,54.2991158475635,1992-07-20,2018-11-21
F10607,-5.83818293846279,54.2784484241329,1992-07-20,2018-11-21
F10608,-5.85308555216293,54.2617589825849,1992-07-20,2018-11-21
F10609,-5.90144618063,54.239167641936,1992-07-20,2018-11-21
F10610,-6.33302386583295,54.263989470828,2000-03-03,2018-11-26
F10611,-6.20571922110074,54.2319356921197,2000-03-02,2009-12-01
F10612,-6.18907499970974,54.2376257710533,2000-03-03,2009-04-07
F10613,-6.35042286324216,54.2883440037583,2000-03-03,2015-02-19
F10614,-6.21808081762655,54.221966082134,2000-03-03,2009-04-07
F10615,-6.24955905339925,54.2158146734572,2000-03-03,2018-11-26
F10616,-6.37149963955468,54.2064198079334,2000-03-03,2009-04-07
F10617,-6.27274193201888,54.2065623870586,2000-03-03,2018-11-26
F10619,-6.33673812567041,54.1778130076091,1990-01-03,2007-12-05
F10620,-6.35246442774004,54.2106353770499,1990-02-01,2009-12-01
F10621,-6.31977149822145,54.2203815902817,1990-02-01,1999-11-25
F10622,-6.30365718216601,54.1844855136702,1990-02-01,2018-11-26
F10623,-6.21545432353805,54.2284683105866,1990-01-10,2009-12-01
F10624,-6.35783510724876,54.1965845202238,1990-01-03,1999-11-25
F10625,-6.37579589820941,54.193800212508,1992-07-22,2018-11-26
F10626,-6.36840191079273,54.2367825201555,1992-07-22,2018-11-26
F10627,-6.35422128063773,54.210398835487,1994-04-22,1999-11-25
F10628,-5.99312960602003,54.2130368249281,2000-01-11,2009-11-25
F10629,-5.89525865054602,54.2049234507657,2000-01-11,2009-11-25
F10630,-5.87461631292625,54.1729043743502,2000-01-11,2009-11-25
F10631,-5.89374433876646,54.1355636440047,2000-01-11,2009-11-25
F10632,-6.0529171347968,54.1057981753636,2000-01-31,2009-12-03
F10633,-5.9638970646202,54.0754893113027,2000-03-09,2018-12-12
F10634,-5.91620673967776,54.0971815182485,2000-03-09,2009-03-12
F10635,-5.91763991432765,54.2341022596101,1992-07-20,2018-12-12
F10636,-5.92679411192363,54.2219230345405,1992-07-20,2018-12-12
F10639,-5.89967405349131,54.1091055446445,1993-02-02,2018-12-12
F10640,-5.99516673007958,54.0683590127925,1993-02-02,2018-12-12
F10641,-6.0072211928196,54.0667443236353,1993-02-02,2018-12-12
F10642,-6.06379701015058,54.0714965506303,1993-02-16,2018-11-22
F10643,-6.10889045678833,54.0686200602541,1993-02-16,2018-11-22
F10644,-6.18304044216991,54.1074926161365,1990-01-10,2018-11-22
F10646,-6.20507171918669,54.1082636445405,1993-02-12,2018-11-22
F10647,-6.22947900061842,54.1049683819663,1993-02-12,2018-11-22
F10648,-6.36224826748039,54.0973521166451,2000-01-05,2007-04-13
F10649,-6.38237172415249,54.0736255194209,2000-03-03,2018-11-27
F10650,-6.57416188405514,54.079574514927,2000-01-05,2003-11-24
F10651,-6.52778765083028,54.1020258068882,1993-02-12,2018-11-27
F10652,-6.45019678767039,54.0808171959513,1993-02-12,2018-11-27
F10653,-6.63443544173366,54.1462122188947,2000-01-05,2018-11-27
F10654,-8.09036008300726,54.4155822587892,1993-02-08,2018-12-06
F10655,-8.12735473052853,54.4345668352231,1998-01-07,2018-12-06
F10656,-8.09463645450583,54.4131355165945,1998-01-07,2018-12-06
F10657,-8.09662066782018,54.4054351838216,1993-02-08,2018-12-06
F10658,-7.83253956137157,54.4628055388622,2000-03-15,2015-11-25
F10659,-7.6941001178806,54.478443507948,2000-03-15,2016-11-08
F10660,-8.09406252867844,54.4788850151007,1991-03-05,2000-11-12
F10661,-8.02150975745328,54.4759729534092,1990-01-02,2018-12-03
F10662,-7.97081864440577,54.5014387610115,1991-03-05,1999-11-29
F10663,-7.9866502871585,54.5156261315357,1991-03-05,2018-12-03
F10664,-7.9529267647956,54.5036968434822,1998-01-07,2018-11-27
F10665,-7.86883952822767,54.534914230258,1992-06-30,2018-11-27
F10666,-7.71238549265206,54.4381981150296,1990-01-02,2018-11-27
F10667,-7.65320459711613,54.3800005415235,1998-01-07,2018-11-27
F10668,-7.65804472925053,54.3568638765194,1991-03-05,2018-11-27
F10669,-7.64545732501049,54.346828853087,1990-01-02,2018-11-22
F10670,-7.62123527769619,54.3270991642842,1991-03-05,2018-11-22
F10671,-7.49501996533903,54.1989330009199,1990-01-09,2018-11-22
F10672,-7.42589575603001,54.2235982789637,1994-04-14,2016-11-03
F10673,-7.45998847815829,54.1828436341051,1998-01-07,2018-11-22
F10674,-7.45766575266989,54.1625476116902,1990-01-02,2018-11-22
F10675,-7.36013983414133,54.1809079141989,1994-04-14,2018-11-22
F10676,-7.51155691853726,54.1933863463712,1990-02-14,2003-11-27
F10677,-7.57297274578824,54.2307946947575,1998-01-21,2018-11-22
F10678,-7.82915826723701,54.5413504531815,1990-01-09,1999-11-29
F10679,-7.83088752221651,54.549087422378,1992-06-30,2018-12-04
F10680,-7.71316096767745,54.5585671012344,2000-01-24,2009-12-07
F10681,-7.75036063535051,54.536577930759,1991-03-05,2018-12-04
F10682,-7.68325641886661,54.5659934023197,1991-03-10,1999-12-05
F10683,-7.72163800875732,54.5621083388065,1991-03-10,2009-12-07
F10684,-7.71710730837665,54.5199395279004,2000-01-24,2018-12-04
F10685,-7.60422159233337,54.5458356571591,2000-01-24,2009-12-07
F10686,-7.64103826840888,54.5499571320904,2000-03-22,2009-12-07
F10687,-7.60160070201828,54.5531483963967,2000-03-22,2009-12-07
F10688,-7.72296746713046,54.5233757311218,1991-03-05,2018-12-04
F10689,-7.65863250024724,54.534188615438,1991-03-10,1999-12-05
F10690,-7.62323331323662,54.5452047048732,1991-03-10,2018-12-04
F10691,-7.71998378585773,54.5283365885427,1991-03-10,2018-12-04
F10692,-7.68413673748724,54.5441305578897,1991-03-10,2009-12-07
F10693,-7.64359476580664,54.5367952594215,1991-03-10,2018-12-04
F10694,-7.60605986206712,54.4111721892799,2000-03-26,2018-11-22
F10695,-7.55419738007972,54.4344475555267,2000-03-27,2009-05-27
F10696,-7.48812956201544,54.4459538429291,2000-01-26,2018-11-22
F10697,-7.52688856080076,54.4680404521148,2000-01-26,2018-11-22
F10698,-7.57195320426626,54.4237766088763,2000-03-27,2009-11-25
F10699,-7.54368907593381,54.4412536732367,2000-01-26,2009-11-25
F10700,-7.65013164419625,54.4047231562751,1990-01-09,2018-11-22
F10701,-7.56797533811728,54.43138938094,1991-03-05,2018-11-22
F10702,-7.63709402351359,54.4250411186702,1991-03-05,2018-11-22
F10703,-7.64566056480822,54.4570834037999,1991-03-05,2018-11-22
F10704,-7.52245450618612,54.4567937372481,1991-03-05,2018-11-22
F10705,-7.3491916742107,54.3307170342991,2000-01-27,2018-12-13
F10706,-7.30177182018977,54.3025393316304,2000-01-27,2015-11-05
F10707,-7.27056209954867,54.3795786443454,2000-01-27,2018-12-13
F10708,-7.36169434285149,54.3640683196188,2000-01-27,2018-12-13
F10709,-7.44269660060802,54.3908364891336,2000-01-27,2009-12-14
F10710,-7.47607804894318,54.3636580531914,2000-01-27,2018-12-13
F10711,-7.45513082445086,54.2981913332213,2000-01-26,2018-12-13
F10712,-7.4179613019791,54.3493412747726,2000-03-27,2015-11-02
F10713,-7.46966241860571,54.2586290080329,2000-03-26,2009-05-15
F10714,-7.4442567864726,54.2274755663571,1994-04-14,2018-12-13
F10715,-7.49219991434017,54.2713931487647,1990-01-09,2018-12-13
F10716,-7.41883894729676,54.3449075930719,1991-03-10,2009-12-14
F10717,-7.31710244042473,54.3368281936497,1991-03-10,2018-12-13
F10718,-7.47622409247061,54.3002073410637,1991-03-10,2018-12-13
F10719,-7.46625523823976,54.3702089378338,1991-03-10,1999-12-05
F10720,-7.44240921892535,54.3893259243427,1994-04-14,2015-10-27
F10721,-7.40963067970044,54.3736913005293,1991-03-10,2018-12-13
F10722,-7.34236174818008,54.3541363697913,1991-03-10,2018-12-13
F10723,-7.1648713532837,54.2670269442424,2000-03-27,2016-11-10
F10724,-7.18602436675768,54.2792999055078,2000-03-27,2015-11-05
F10725,-7.22532269629854,54.2205886363803,2000-03-27,2016-11-10
F10726,-7.16808302948072,54.2493059214269,2000-01-26,2018-12-13
F10727,-7.2063598938503,54.2740451977864,2000-03-27,2018-12-13
F10728,-7.35014632195905,54.1296368738019,1991-03-05,2018-12-13
F10729,-7.291663183259,54.1298188694987,1991-03-10,2009-12-31
F10730,-7.18305210445009,54.2246755630914,1991-03-05,1999-11-29
F10731,-7.17579745878925,54.2386500897514,1994-04-05,2018-12-13
F10732,-7.25732988708375,54.1601126040561,1991-03-10,2018-12-13
F10733,-7.26199417648815,54.1921871266338,1991-03-05,1999-11-29
F10734,-7.47836010122634,54.1226607084983,1991-03-10,2018-11-22
F10735,-7.61263353421857,54.2300573874729,1990-01-09,2018-11-22
F10736,-7.6370633697179,54.2768306719782,1990-01-09,2018-12-06
F10737,-7.7309422694075,54.2851801741971,1991-03-10,2018-12-06
F10738,-7.799627610315,54.2870748401981,1991-03-24,2018-12-06
F10739,-7.80419283506453,54.2860582230157,1998-01-21,2016-12-01
F10740,-7.87330861295941,54.2943169119723,1994-04-14,2018-12-06
F10741,-7.93925234031347,54.3160815861683,1998-01-21,2018-12-06
F10742,-7.95469783772582,54.3133394614818,1991-03-24,1997-07-15
F10743,-7.97144190976171,54.340016690072,1991-03-10,2018-12-06
F10744,-7.79753355342064,54.2788782966164,1992-04-13,2018-12-06
F10745,-7.80399268022995,54.2700311499664,1991-03-10,1992-06-10
F10746,-7.64707302981053,54.3198020680743,1990-01-09,2018-04-17
F10747,-7.72289365544338,54.3518558672278,1991-03-10,2009-12-01
F10748,-7.80081157762383,54.3724562349851,1991-03-10,2018-12-06
F10749,-7.81567865836269,54.3956661578507,1991-03-05,1999-11-29
F10750,-7.81861482408239,54.417545210929,1991-03-05,2015-12-03
F10751,-7.79503365159649,54.3493679853428,1991-03-10,2018-12-06
F10752,-7.83469352696992,54.391453564803,1991-03-05,2018-12-06
F10753,-7.64078719904227,54.2246646021416,2000-03-26,2016-11-24
F10754,-7.65443028208981,54.2065843495772,2000-01-27,2018-11-22
F10755,-7.68450956062786,54.1970363805694,2000-01-27,2009-12-30
F10756,-7.70423297184062,54.2670784260071,2000-01-11,2018-12-06
F10757,-7.87694370693992,54.3010044575353,2000-01-11,2018-12-06
F10758,-7.7411763591304,54.2838730289244,2000-03-03,2009-12-01
F10759,-7.76868820869083,54.2814854778916,2000-03-03,2009-05-28
F10760,-7.80788214340236,54.2950297837983,2000-03-03,2010-10-19
F10761,-7.63886112264675,54.2678703905401,2000-03-03,2009-05-28
F10762,-7.72990868926498,54.3515214332203,2000-03-03,2009-05-29
F10763,-7.35867580345731,55.0364764164515,1996-07-23,2018-12-11
F10764,-7.34509574511688,55.0290652367312,1996-07-23,2018-12-11
F10765,-7.35664080424131,55.0170721026858,1996-07-23,2018-12-11
F10767,-7.3156831962271,55.0463925993418,1998-07-15,2009-12-03
F10822,-5.57967144536896,54.6694524644013,2005-01-06,2014-11-17
F10864,-7.23342134578021,54.7176200249798,2000-03-08,2009-11-27
F10865,-7.30931985486025,54.7411989776667,2000-03-08,2009-04-09
F10866,-6.39478692136615,54.1200734070802,2002-03-04,2008-04-25
F10867,-7.11644573718487,55.0324342607714,2001-06-29,2005-12-07
F10868,-7.11856890572036,55.0368781920337,2001-06-29,2005-12-07
F10871,-5.96292695332878,54.5929553500892,2003-05-01,2009-02-17
F10896,-6.70366274733497,54.4075319783382,2004-01-28,2018-12-10
F10898,-6.68155509008255,54.9944251333684,2004-01-13,2018-11-26
F10899,-7.99848483733872,54.3599365143703,2004-01-05,2018-12-06
F10900,-6.64668451834909,54.0587324453241,2004-01-05,2018-11-27
F10901,-7.58359508574022,54.3179195624277,2004-01-26,2018-12-13
F10902,-7.36544346268521,54.1506242146779,2004-01-08,2018-11-22
F10903,-7.52589543407737,54.1386331964317,2004-01-08,2018-11-22
F10904,-6.65937866206071,54.6461669265789,2004-01-06,2018-11-19
F10905,-6.63680733447779,54.6364638644335,2004-01-06,2018-11-19
F10906,-7.86774302665173,54.4394746598092,2004-01-05,2005-12-01
F10907,-7.81885286146789,54.2449362025353,2004-01-05,2008-04-16
F10908,-7.79727555813543,54.2470488736887,2004-01-05,2008-03-18
F10909,-7.00414258786059,55.0544104186062,2004-01-12,2015-11-16
F10910,-6.63179781110208,54.4815860152013,2004-01-28,2018-12-10
F10911,-7.46184690161135,54.6372921100003,2004-01-20,2004-08-12
F10912,-6.93305198319873,55.0586048476208,2004-01-08,2018-11-22
F10913,-6.6028948689077,55.0363078822506,2004-01-13,2014-11-25
F10914,-6.73318025500141,54.9716173297666,2004-01-13,2018-11-26
F10915,-6.60564647687003,54.8731994301922,2004-01-13,2018-11-26
F10916,-6.59512711693946,55.0455162362194,2004-01-13,2018-11-26
F10917,-6.60974894898838,54.143503746231,2004-01-05,2004-11-17
F10918,-6.55440636237258,54.0549269892899,2004-01-05,2018-11-27
F10919,-7.43355443283627,54.2028459787971,2004-01-26,2018-12-13
F10920,-7.42706542706076,54.4023430896309,2004-01-26,2009-12-14
F10922,-7.31084723056957,54.3321210856108,2004-01-26,2018-12-13
F10923,-7.24268926884882,54.2056779443093,2004-01-26,2018-12-13
F10924,-6.45937679473176,54.8209963947111,2004-01-13,2018-11-27
F10925,-6.42585376778635,54.1716166448367,2004-01-30,2018-11-26
F10926,-7.70388220518637,54.3992524154038,2004-01-13,2008-08-11
F10927,-6.82818800569693,54.7305404300013,2004-01-06,2018-12-04
F10928,-6.0174618685587,54.2369635174035,2004-01-22,2018-12-11
F10929,-5.80103751701818,54.7594468715269,2004-01-12,2018-11-21
F10930,-7.99218128208113,54.4990345834895,2004-01-13,2018-11-27
F10931,-6.00156476547585,54.1288125552074,2004-01-08,2018-12-12
F10932,-6.05689394107416,54.1783028573206,2004-01-22,2018-12-11
F10933,-6.11488480831374,54.5644660415794,2004-01-15,2018-11-29
F10934,-6.63848320934008,54.0802120906871,2004-01-05,2018-11-27
F10935,-5.68816923172728,54.4209918353372,2004-01-12,2007-07-05
F10936,-6.45447543413134,54.4908402230773,2004-01-22,2018-12-11
F10937,-6.27873090709056,54.5589215217607,2004-02-10,2018-11-29
F10938,-7.29213234218612,54.7554188997242,2004-06-16,2018-12-13
F10939,-6.6755888072564,54.525853085719,2004-02-23,2018-12-10
F10940,-6.22708183076685,54.5004852131173,2004-02-23,2018-12-13
F10941,-6.30909757054334,54.5109774529261,2004-02-23,2018-12-13
F10942,-6.02140617141195,54.5222621290866,2004-02-23,2018-12-13
F10943,-6.01042976779547,54.5342116894596,2004-02-23,2018-12-13
F10944,-5.96102952823095,54.5386448876719,2004-02-23,2018-12-13
F10945,-6.40130123772351,54.3952994156363,2004-02-17,2018-12-11
F10946,-6.35623918707569,54.2190248927319,2004-01-30,2018-11-26
F10947,-7.53828520892503,54.1499202176767,2010-04-20,2016-11-24
F10948,-7.23559341791659,55.0253723190259,2004-08-03,2018-12-04
F10949,-6.98034971041499,54.8723336386139,2004-07-27,2009-11-25
F10950,-7.15346340573828,54.8869678366033,2004-08-31,2018-11-29
F10951,-7.42837090668503,54.5308485307028,2004-09-09,2018-12-04
F10952,-7.22895256728694,54.5105613627849,2004-09-09,2009-12-07
F10969,-7.02665739258299,54.6647685813842,2005-02-07,2009-11-27
F10970,-7.72493986543543,54.3310367447753,2005-01-31,2012-08-23
F10971,-8.03456999029863,54.4882770591247,2005-01-31,2016-03-07
F10973,-7.25021224590846,54.8460575138902,2005-01-31,2016-03-07
F10974,-7.33125859409328,54.5667509773601,2005-01-31,2016-02-18
F10975,-6.52298729318443,54.1183641678901,2005-01-31,2016-04-20
F10976,-7.99877712132056,54.3592627588161,2005-01-31,2016-04-20
F10977,-6.37902629404216,54.1163310154865,2006-08-15,2018-11-27
F10978,-6.90922287293892,54.663327616289,2007-01-03,2018-11-19
F10979,-7.83804416271504,54.634203395514,2007-01-12,2018-11-29
F10980,-7.49201009010373,54.5432781668535,2007-02-16,2018-12-04
F10981,-6.00210052417484,54.1574043323844,2007-04-30,2018-12-12
F10982,-6.07679989578029,55.0839145962261,2007-02-14,2018-12-11
F11024,-6.59553832174797,54.5603469123216,2007-05-23,2018-12-06
F11172,-5.67227616911963,54.4181164976894,2007-08-06,2018-11-28
F11179,-5.69064374611183,54.4052153135602,2008-01-03,2018-11-19
F11181,-6.781437895124,54.645498404754,2010-01-04,2018-11-19
F11184,-6.08649547179756,55.1225731661947,2008-04-10,2008-04-10
F11185,-6.25251399631119,55.1974319836155,2008-04-08,2015-05-06
F11203,-6.07823923598548,55.0829670405838,2008-04-10,2016-03-24
F11204,-6.34478372846865,54.1938002157955,2008-01-14,2018-12-03
F11208,-6.92851782588679,54.9218608165553,2008-01-07,2018-11-22
F11209,-6.7283847876676,55.1547521816247,2008-01-14,2018-11-27
F11210,-6.66942267524079,55.1333087390952,2008-01-14,2018-11-27
F11211,-5.86211987726063,54.8985559730194,2008-01-25,2018-12-11
F11212,-6.44142188909633,55.2371212489674,2008-01-16,2018-11-29
F11213,-5.50077443017922,54.5780626167383,2008-01-03,2018-11-19
F11214,-5.63479777481363,54.2707194748703,2008-01-09,2018-11-28
F11215,-5.6908991501029,54.5911598572533,2008-01-03,2008-07-31
F11216,-5.6589103010309,54.4617355376693,2008-01-03,2018-11-19
F11217,-5.56735883542808,54.3596514076716,2008-01-09,2018-11-28
F11218,-5.89319566400311,54.2111233877313,2008-01-07,2008-07-03
F11253,-7.03654059059201,54.4329001447636,2008-06-30,2018-12-10
F11254,-5.70413260667146,54.6007117103772,2008-07-01,2018-11-19
F11255,-5.90678114877197,54.2095452027433,2008-08-04,2018-08-14
F11257,-7.69398246986958,54.399200755631,2008-09-09,2018-11-27
F11258,-6.0047795042836,54.6843637816728,2009-01-14,2018-11-21
F11259,-7.03721425527616,54.5735447421092,2009-03-19,2018-12-04
F11260,-7.63644622736473,54.6751235348801,2009-02-12,2018-11-29
F11287,-5.95955892975535,54.5885229039562,2009-03-13,2018-11-26
